,Title,lyric
359,Back to Your Heart,Ever since the day we said goodbye
10169,Back to Your Heart,32
1776,Back to Your Heart,Baby you're the best thing in my life
10387,Back to Your Heart,Millennium
10823,Back to Your Heart,"It's not that I can't live without you
It's just that I don't even want to try
Every night I dream about you
Ever since the day we said goodbye
If I wasn't such a fool
Right now I'd be holding you
There's nothin' that I wouldn't do
Baby if I only knew

The words to say
The road to take
To find a way back to your heart
What can I do
To get to you
And find a way back to your heart

I don't know how it got so crazy
But I'll do anything to set things right
'Cause your love is so amazing
Baby you're the best thing in my life
Let me prove my love is real
And make you feel the way I feel
I promise I would give the world
If only you would tell me girl

The words to say
The road to take
To find a way back to your heart
What can I do
To get to you
And find a way back to your heart

Give me one more chance, to give my love to you
'Cause no one on this earth loves you like I do,
Tell me

The words to say
The road to take
To find a way back to your heart
What can I do
To get to you
And find a way back to your heart

I turn back time
To make you mine
And find a way back to your heart
I beg and plead
Fall to my knees
To find a way back to your heart

(Background)
These Arms of mine
Are open wide
From now until the end of time
You are my world what can I do?
This heart of mine belongs to you

The words to say
The road to take
To find a way back to your heart
What can I do
To get to you
And find a way back to your heart"
5046,Back to Your Heart,The words to say The road to take
3520,Back to Your Heart,What can I do To get to you
1231,Back to Your Heart,To find a way back to your heart What can I do
1885,Back to Your Heart,Let me prove my love is real
3193,Back to Your Heart,The words to say The road to take
3302,Back to Your Heart,To find a way back to your heart
250,Back to Your Heart,It's just that I don't even want to try Every night I dream about you
3956,Back to Your Heart,And find a way back to your heart
4937,Back to Your Heart,"This heart of mine belongs to you
 The words to say"
11259,Back to Your Heart,99.29
2103,Back to Your Heart,I promise I would give the world
5155,Back to Your Heart,To find a way back to your heart
1558,Back to Your Heart,I don't know how it got so crazy
10932,Back to Your Heart,13.8
32,Back to Your Heart,It's not that I can't live without you
10496,Back to Your Heart,Studio albums
3738,Back to Your Heart,"And find a way back to your heart
 I turn back time"
1383,Bigger,Often I'm blacker than white Add on my uncanny ego
947,Bigger,"Lalala
'Cause you're still here Your feet stuck to the ground"
10212,Bigger,75
620,Bigger,But you don't care You keep sticking around
10321,Bigger,75
2800,Bigger,"I'll try to measure up to you
"
511,Bigger,"To scared to return your calls
 But you don't care"
184,Bigger,I'm no one to count on at all
3018,Bigger,"I'll make it up to you
 But you don't care"
1928,Bigger,"You're bigger Lalala
'Cause you're still here"
2364,Bigger,Yeah I swear I'll make'em up to you
1819,Bigger,You keep sticking around While I'm acting a clown
11084,Bigger,17.6
3345,Bigger,"You're bigger Lalala
'Cause you're still here"
2255,Bigger,All the messed up things I do
11193,Bigger,77.4
2909,Bigger,"I'll try to measure up to you
 I'll make it up to you
"
293,Bigger,I'm no one to count on at all Add on that I'm a coward
10866,Bigger,"First off I can't keep a promise
I'm no one to count on at all
Add on that I'm a coward
To scared to return your calls

But you don't care
You keep sticking around
While I'm acting a clown
You're bigger
Lalala
'Cause you're still here
Your feet stuck to the ground
Despite how silly it sounds
You're bigger
Than me
Lalala

Its known that I'm a liar
Often I'm blacker than white
Add on my uncanny ego
No one's less humbled than I

But you don't care
You keep sticking around
While I'm acting a clown
You're bigger
Lalala
'Cause you're still here
Your feet stuck to the ground
Despite how silly it sounds
You're bigger
Than me
Lalala

All the messed up things I do
Yeah I swear I'll make'em up to you
Before you're going heaven knows
Just let me make it better
I'll try to measure up
I'll try to measure up to you

I'll make it up to you

But you don't care
You keep sticking around
While I'm acting a clown
You're bigger
Lalala
'Cause you're still here
Your feet stuck to the ground
Despite how silly it sounds
You're bigger
Than me
Lalala"
1056,Bigger,Your feet stuck to the ground Despite how silly it sounds
3454,Bigger,"Lalala
'Cause you're still here Your feet stuck to the ground"
1274,Bigger,Its known that I'm a liar Often I'm blacker than white
402,Bigger,"Add on that I'm a coward To scared to return your calls
"
2691,Bigger,Just let me make it better I'll try to measure up
1165,Bigger,"Lalala
 Its known that I'm a liar"
2582,Bigger,Before you're going heaven knows Just let me make it better
1601,Bigger,"No one's less humbled than I
 But you don't care"
3127,Bigger,But you don't care You keep sticking around
1492,Bigger,"Add on my uncanny ego No one's less humbled than I
"
2146,Bigger,Your feet stuck to the ground Despite how silly it sounds
10430,Bigger,This Is Us
729,Bigger,You keep sticking around While I'm acting a clown
75,Bigger,First off I can't keep a promise
10975,Bigger,5.0
838,Bigger,"You're bigger Lalala
'Cause you're still here"
10539,Bigger,Studio albums
3563,Bigger,Your feet stuck to the ground Despite how silly it sounds
2473,Bigger,Yeah I swear I'll make'em up to you Before you're going heaven knows
11302,Bigger,-96.25
1710,Bigger,But you don't care You keep sticking around
2037,Bigger,"Lalala
'Cause you're still here Your feet stuck to the ground"
3236,Bigger,You keep sticking around While I'm acting a clown
2403,Boys Will Be Boys,And I can't hold on anymore My body's callin for you
2948,Boys Will Be Boys,"Boys will be boys Boys will be boys
"
2294,Boys Will Be Boys,That you think we should wait And I can't hold on anymore
3820,Boys Will Be Boys,"My body's callin for you So please don't hesitate
"
3493,Boys Will Be Boys,And I hear you sayin' That you think we should wait
10905,Boys Will Be Boys,7.5
4256,Boys Will Be Boys,"Boys will be boys (boys, boys will be boys)"
2621,Boys Will Be Boys,Ooh Boys will be boys
11014,Boys Will Be Boys,2.6
3711,Boys Will Be Boys,And I can't hold on anymore My body's callin for you
768,Boys Will Be Boys,"Baby
 But I try to get closer"
1531,Boys Will Be Boys,"Boys will be boys
 All my senses"
5,Boys Will Be Boys,Ooh Boys will be boys
10469,Boys Will Be Boys,Studio albums
659,Boys Will Be Boys,Whenever you're around My whole world's upside down
550,Boys Will Be Boys,My heart starts pumpin Whenever you're around
986,Boys Will Be Boys,You tell me it's much too soon
877,Boys Will Be Boys,But I try to get closer And you always push me away
2730,Boys Will Be Boys,Boys will be boys You outta know by now baby
3602,Boys Will Be Boys,That you think we should wait And I can't hold on anymore
2512,Boys Will Be Boys,"My body's callin for you So please don't hesitate
"
11232,Boys Will Be Boys,90.45
2839,Boys Will Be Boys,Ooh Boys will be boys
11123,Boys Will Be Boys,89.8
4365,Boys Will Be Boys,Ooh Boys will be boys
114,Boys Will Be Boys,"Boys will be boys Boys will be boys
"
1749,Boys Will Be Boys,"Go right into overdrive
 Ooh my defenses"
223,Boys Will Be Boys,"Boys will be boys
 You've got something"
1313,Boys Will Be Boys,"Ooh Boys will be boys
(Hey)"
1640,Boys Will Be Boys,"All my senses Go right into overdrive
"
1858,Boys Will Be Boys,Ooh my defenses Are never gonna hold
3384,Boys Will Be Boys,"Naaa, na na na now
(Go!)
 And I hear you sayin'"
1422,Boys Will Be Boys,"Baby Boys will be boys
"
4147,Boys Will Be Boys,Boys will be boys (you know I gotta do what I gotta do baby)
10142,Boys Will Be Boys,5
332,Boys Will Be Boys,You've got something So incredible in my eyes
1095,Boys Will Be Boys,You tell me it's much too soon But I just can't help it
3275,Boys Will Be Boys,"Naaa, na na na now Naaa, na na na now
(Go!)
"
3929,Boys Will Be Boys,Boys will be boys (boys will be boys)
4038,Boys Will Be Boys,Boys will be boys (you outta know by now baby)
10251,Boys Will Be Boys,5
3057,Boys Will Be Boys,I gotta do what I gotta do baby
441,Boys Will Be Boys,So incredible in my eyes My heart starts pumpin
10796,Boys Will Be Boys,"Ooh
Ooh
Boys will be boys
Boys will be boys

You've got something
So incredible in my eyes
My heart starts pumpin
Whenever you're around
My whole world's upside down
Baby

But I try to get closer
And you always push me away
You tell me it's much too soon
But I just can't help it
I always gotta make a play

Ooh
Ooh
Boys will be boys
(Hey)
Ooh
Ooh
Baby
Boys will be boys

All my senses
Go right into overdrive

Ooh my defenses
Are never gonna hold
Always gotta lose control

An I hear you sayin'
That you think we should wait
And I can't hold on anymore
My body's callin for you
So please don't hesitate

Ooh
Ooh
Boys will be boys
You outta know by now baby
Ooh
Ooh
Boys will be boys
Boys will be boys

I gotta do what I gotta do baby
Naaa, na na na now
Naaa, na na na now
(Go!)

And I hear you sayin'
That you think we should wait
And I can't hold on anymore
My body's callin for you
So please don't hesitate

Ooh
Ooh
Boys will be boys (boys will be boys)
Ooh
Ooh
Boys will be boys (you outta know by now baby)
Ooh
Ooh
Boys will be boys (you know I gotta do what I gotta do baby)
Ooh
Ooh
Boys will be boys (boys, boys will be boys)
Ooh
Ooh
Boys will be boys"
